image,id,rect,labels,annotator,annotation_id,created_at,updated_at,lead_time
gs://input-bucket-2e42ed/frame_373.jpg,91996,"[{""x"": 51.82531112391827, ""y"": 64.28565418854043, ""width"": 30.105276269534297, ""height"": 35.71434581145899, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 49.26636264100787, ""y"": 74.98658177249833, ""width"": 17.1600074736346, ""height"": 25.013418227500484, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 51.82531112391827, ""y"": 64.28565418854043, ""width"": 30.105276269534297, ""height"": 35.71434581145899, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 49.26636264100787, ""y"": 74.98658177249833, ""width"": 17.1600074736346, ""height"": 25.013418227500484, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27475,2022-11-14T13:31:47.498114Z,2022-11-14T13:31:47.498136Z,48.621
gs://input-bucket-2e42ed/frame_372.jpg,91995,"[{""x"": 51.370057767748975, ""y"": 64.49237665323, ""width"": 30.17369735196542, ""height"": 35.50762334676919, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 49.112162047533836, ""y"": 74.58529698809959, ""width"": 16.421059783382525, ""height"": 25.41470301189964, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 51.370057767748975, ""y"": 64.49237665323, ""width"": 30.17369735196542, ""height"": 35.50762334676919, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 49.112162047533836, ""y"": 74.58529698809959, ""width"": 16.421059783382525, ""height"": 25.41470301189964, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27478,2022-11-14T13:32:40.229631Z,2022-11-14T13:32:40.229651Z,51.269
gs://input-bucket-2e42ed/frame_371.jpg,91994,"[{""x"": 54.38244678340788, ""y"": 61.93874620705825, ""width"": 25.657905911535106, ""height"": 38.06125379294083, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 50.96139266186984, ""y"": 75.9229129360942, ""width"": 12.931584579413759, ""height"": 24.07708706390539, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 54.38244678340788, ""y"": 61.93874620705825, ""width"": 25.657905911535106, ""height"": 38.06125379294083, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 50.96139266186984, ""y"": 75.9229129360942, ""width"": 12.931584579413759, ""height"": 24.07708706390539, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27480,2022-11-14T13:33:36.493964Z,2022-11-14T13:33:36.493986Z,54.494
gs://input-bucket-2e42ed/frame_370.jpg,91993,"[{""x"": 63.14420446148846, ""y"": 58.66766720696249, ""width"": 21.52527253271747, ""height"": 41.33233279303717, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.91893815680047, ""y"": 80.73833034887552, ""width"": 13.095795177247275, ""height"": 19.26166965112416, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 63.14420446148846, ""y"": 58.66766720696249, ""width"": 21.52527253271747, ""height"": 41.33233279303717, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.91893815680047, ""y"": 80.73833034887552, ""width"": 13.095795177247275, ""height"": 19.26166965112416, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27482,2022-11-14T13:34:12.420305Z,2022-11-14T13:34:12.420327Z,34.319
gs://input-bucket-2e42ed/frame_369.jpg,91991,"[{""x"": 85.8843885891212, ""y"": 66.65858488028285, ""width"": 14.115611410877522, ""height"": 33.34141511971673, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.8781170604008, ""y"": 80.80506040067628, ""width"": 16.22880219638706, ""height"": 19.194939599323465, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 85.8843885891212, ""y"": 66.65858488028285, ""width"": 14.115611410877522, ""height"": 33.34141511971673, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.8781170604008, ""y"": 80.80506040067628, ""width"": 16.22880219638706, ""height"": 19.194939599323465, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27486,2022-11-14T13:35:13.138742Z,2022-11-14T13:35:13.138764Z,50.303
gs://input-bucket-2e42ed/frame_368.jpg,91990,"[{""x"": 55.87356212938691, ""y"": 80.80506040067631, ""width"": 16.228802196386987, ""height"": 19.194939599323323, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 55.87356212938691, ""y"": 80.80506040067631, ""width"": 16.228802196386987, ""height"": 19.194939599323323, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27488,2022-11-14T13:35:41.445095Z,2022-11-14T13:35:41.445118Z,26.64
gs://input-bucket-2e42ed/frame_367.jpg,91989,"[{""x"": 55.92126436923936, ""y"": 80.81419649758261, ""width"": 16.24422392796421, ""height"": 19.18580350241737, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 55.92126436923936, ""y"": 80.81419649758261, ""width"": 16.24422392796421, ""height"": 19.18580350241737, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27490,2022-11-14T13:36:02.184176Z,2022-11-14T13:36:02.184199Z,18.968
gs://input-bucket-2e42ed/frame_366.jpg,91988,"[{""x"": 55.856688581420556, ""y"": 80.90555746664131, ""width"": 16.228802196387043, ""height"": 19.09444253335831, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 55.856688581420556, ""y"": 80.90555746664131, ""width"": 16.228802196387043, ""height"": 19.09444253335831, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27491,2022-11-14T13:36:24.957728Z,2022-11-14T13:36:24.957750Z,21.388
gs://input-bucket-2e42ed/frame_365.jpg,91987,"[{""x"": 55.96329883113689, ""y"": 80.7311410711652, ""width"": 16.029254336282303, ""height"": 19.268858928834803, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 55.96329883113689, ""y"": 80.7311410711652, ""width"": 16.029254336282303, ""height"": 19.268858928834803, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27493,2022-11-14T13:36:48.878615Z,2022-11-14T13:36:48.878636Z,21.511
gs://input-bucket-2e42ed/frame_364.jpg,91986,"[{""x"": 55.884210824307424, ""y"": 80.65431480172862, ""width"": 16.296657815326558, ""height"": 19.34568519827099, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 55.884210824307424, ""y"": 80.65431480172862, ""width"": 16.296657815326558, ""height"": 19.34568519827099, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27495,2022-11-14T13:37:19.815597Z,2022-11-14T13:37:19.815622Z,29.496
gs://input-bucket-2e42ed/frame_363.jpg,91985,"[{""x"": 55.87547759475929, ""y"": 80.90555746664171, ""width"": 16.347035471812045, ""height"": 19.09444253335828, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 55.87547759475929, ""y"": 80.90555746664171, ""width"": 16.347035471812045, ""height"": 19.09444253335828, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27497,2022-11-14T13:37:46.508001Z,2022-11-14T13:37:46.508026Z,25.32
gs://input-bucket-2e42ed/frame_362.jpg,91984,"[{""x"": 74.50083099970428, ""y"": 64.24552571010084, ""width"": 23.926168315212553, ""height"": 35.754474289899186, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.7904017981882, ""y"": 80.72495418939597, ""width"": 16.47511243850309, ""height"": 19.27504581060403, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 74.50083099970428, ""y"": 64.24552571010084, ""width"": 23.926168315212553, ""height"": 35.754474289899186, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.7904017981882, ""y"": 80.72495418939597, ""width"": 16.47511243850309, ""height"": 19.27504581060403, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27499,2022-11-14T13:38:26.046763Z,2022-11-14T13:38:26.046834Z,37.744
gs://input-bucket-2e42ed/frame_361.jpg,91983,"[{""x"": 53.92143275525561, ""y"": 74.83944401821914, ""width"": 20.780166945046442, ""height"": 25.160555981780863, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 49.8912043006292, ""y"": 0.3322217056695664, ""width"": 7.617400748728832, ""height"": 33.295997612661, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 53.92143275525561, ""y"": 74.83944401821914, ""width"": 20.780166945046442, ""height"": 25.160555981780863, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 49.8912043006292, ""y"": 0.3322217056695664, ""width"": 7.617400748728832, ""height"": 33.295997612661, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27501,2022-11-14T13:39:13.741718Z,2022-11-14T13:39:13.741742Z,46.258
gs://input-bucket-2e42ed/frame_360.jpg,91982,"[{""x"": 44.57370398196802, ""y"": 71.02857618238197, ""width"": 26.774127450310324, ""height"": 28.9714238176177, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 54.40909773922539, ""y"": 4.693694361513506, ""width"": 9.744325296541733, ""height"": 44.99472525864668, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 63.515943810759566, ""y"": 72.3233884200408, ""width"": 8.651503767957411, ""height"": 27.676611579959005, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 44.57370398196802, ""y"": 71.02857618238197, ""width"": 26.774127450310324, ""height"": 28.9714238176177, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 54.40909773922539, ""y"": 4.693694361513506, ""width"": 9.744325296541733, ""height"": 44.99472525864668, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 63.515943810759566, ""y"": 72.3233884200408, ""width"": 8.651503767957411, ""height"": 27.676611579959005, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27504,2022-11-14T13:40:13.661964Z,2022-11-14T13:40:13.661987Z,58.183
gs://input-bucket-2e42ed/frame_359.jpg,91980,"[{""x"": 41.442226375496105, ""y"": 58.80142880176231, ""width"": 25.581958510037143, ""height"": 41.19857119823764, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.10249548279739, ""y"": 15.39579128933317, ""width"": 11.838899892994633, ""height"": 48.114045649370595, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 59.49033949908202, ""y"": 68.36538282992463, ""width"": 13.411900578077944, ""height"": 31.634617170075366, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 41.442226375496105, ""y"": 58.80142880176231, ""width"": 25.581958510037143, ""height"": 41.19857119823764, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.10249548279739, ""y"": 15.39579128933317, ""width"": 11.838899892994633, ""height"": 48.114045649370595, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 59.49033949908202, ""y"": 68.36538282992463, ""width"": 13.411900578077944, ""height"": 31.634617170075366, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27508,2022-11-14T13:41:31.398628Z,2022-11-14T13:41:31.398650Z,59.244
gs://input-bucket-2e42ed/frame_358.jpg,91979,"[{""x"": 55.89602312892572, ""y"": 80.65431480172873, ""width"": 16.296657815326594, ""height"": 19.345685198270893, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.08741033656222, ""y"": 46.27426853508749, ""width"": 9.76555449239043, ""height"": 23.988649645855787, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 51.6037758049934, ""y"": 19.460806155289138, ""width"": 16.25684918554854, ""height"": 38.122054517849364, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 41.142192301330155, ""y"": 50.641971518994055, ""width"": 21.67579891406481, ""height"": 49.358028481004915, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 55.89602312892572, ""y"": 80.65431480172873, ""width"": 16.296657815326594, ""height"": 19.345685198270893, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.08741033656222, ""y"": 46.27426853508749, ""width"": 9.76555449239043, ""height"": 23.988649645855787, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 51.6037758049934, ""y"": 19.460806155289138, ""width"": 16.25684918554854, ""height"": 38.122054517849364, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 41.142192301330155, ""y"": 50.641971518994055, ""width"": 21.67579891406481, ""height"": 49.358028481004915, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27512,2022-11-14T13:43:10.022204Z,2022-11-14T13:43:10.022227Z,97.021
gs://input-bucket-2e42ed/frame_357.jpg,91978,"[{""x"": 62.29277019908719, ""y"": 81.54089991767235, ""width"": 9.934741168946168, ""height"": 18.459100082327094, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 52.13235255081794, ""y"": 37.64880635743965, ""width"": 13.118752994988796, ""height"": 22.00885744634436, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 51.47708214798848, ""y"": 15.828923593935905, ""width"": 14.902111753419842, ""height"": 57.23658641469464, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 38.81028715758178, ""y"": 55.711535961894505, ""width"": 27.982854292532483, ""height"": 44.288464038105495, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 62.29277019908719, ""y"": 81.54089991767235, ""width"": 9.934741168946168, ""height"": 18.459100082327094, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 52.13235255081794, ""y"": 37.64880635743965, ""width"": 13.118752994988796, ""height"": 22.00885744634436, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 51.47708214798848, ""y"": 15.828923593935905, ""width"": 14.902111753419842, ""height"": 57.23658641469464, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 38.81028715758178, ""y"": 55.711535961894505, ""width"": 27.982854292532483, ""height"": 44.288464038105495, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27528,2022-11-14T13:44:44.789888Z,2022-11-14T13:44:44.789920Z,93.06
gs://input-bucket-2e42ed/frame_356.jpg,91977,"[{""x"": 37.47690276165057, ""y"": 58.24230533550027, ""width"": 33.69533046467608, ""height"": 41.75769466449905, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 54.92441562365952, ""y"": 11.11023806404414, ""width"": 13.095795177247362, ""height"": 49.89307486020265, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 54.16545052582047, ""y"": 31.36140182665988, ""width"": 14.306226326431492, ""height"": 18.893448401427992, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 37.47690276165057, ""y"": 58.24230533550027, ""width"": 33.69533046467608, ""height"": 41.75769466449905, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 54.92441562365952, ""y"": 11.11023806404414, ""width"": 13.095795177247362, ""height"": 49.89307486020265, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 54.16545052582047, ""y"": 31.36140182665988, ""width"": 14.306226326431492, ""height"": 18.893448401427992, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27532,2022-11-14T13:46:00.492298Z,2022-11-14T13:46:00.492319Z,73.935
gs://input-bucket-2e42ed/frame_355.jpg,91976,"[{""x"": 38.87493112947654, ""y"": 40.35771130283688, ""width"": 32.957675932882445, ""height"": 59.64228869716311, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 54.9801523542504, ""y"": 73.61969635553253, ""width"": 3.147369791814908, ""height"": 7.052884089426616, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.82480059273317, ""y"": 20.601533078957743, ""width"": 12.028950630201276, ""height"": 16.170891523466178, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.85770028676408, ""y"": 5.008956489635881, ""width"": 11.009574172949675, ""height"": 42.228867118511204, ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]","[{""x"": 38.87493112947654, ""y"": 40.35771130283688, ""width"": 32.957675932882445, ""height"": 59.64228869716311, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 54.9801523542504, ""y"": 73.61969635553253, ""width"": 3.147369791814908, ""height"": 7.052884089426616, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.82480059273317, ""y"": 20.601533078957743, ""width"": 12.028950630201276, ""height"": 16.170891523466178, ""labels"": [""Package""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}, {""x"": 55.85770028676408, ""y"": 5.008956489635881, ""width"": 11.009574172949675, ""height"": 42.228867118511204, ""labels"": [""Person""], ""rotation"": 0, ""original_width"": 2304, ""original_height"": 1296}]",mounica@moiiai.com,27533,2022-11-14T13:48:00.003284Z,2022-11-14T13:48:00.003309Z,118.187
